"Property","Vintage","Description","PriceExTax","BottleSize","PageURL","LwinCode","BBRProductCode"
"Chateau Feytit-Clinet","2000","Chateau Feytit-Clinet, Pomerol, Bordeaux","595","Case of 6 Magnums","https://www.bbr.com/products-20008014838-2000-chateau-feytit-clinet-pomerol-bordeaux","1009730","20008014838"
"Chateau Feytit-Clinet","2002","Chateau Feytit-Clinet, Pomerol, Bordeaux","420","Case of 12 Bottles","https://www.bbr.com/products-20028014838-2002-chateau-feytit-clinet-pomerol-bordeaux","1009730","20028014838"
"Chateau Feytit-Clinet","2009","Chateau Feytit-Clinet, Pomerol, Bordeaux","550","Case of 1 Imperials","https://www.bbr.com/products-20098014838-2009-chateau-feytit-clinet-pomerol-bordeaux","1009730","20098014838"
"Chateau Feytit-Clinet","2012","Chateau Feytit-Clinet, Pomerol, Bordeaux","240","Case of 6 Bottles","https://www.bbr.com/products-20128014838-2012-chateau-feytit-clinet-pomerol-bordeaux","1009730","20128014838"
"Chateau Feytit-Clinet","2012","Chateau Feytit-Clinet, Pomerol, Bordeaux","480","Case of 12 Bottles","https://www.bbr.com/products-20128014838-2012-chateau-feytit-clinet-pomerol-bordeaux","1009730","20128014838"
"Chateau Feytit-Clinet","2016","Chateau Feytit-Clinet, Pomerol, Bordeaux","700","Case of 12 Bottles","https://www.bbr.com/products-20168014838-2016-chateau-feytit-clinet-pomerol-bordeaux","1009730","20168014838"
"Chateau Feytit-Clinet","2020","Chateau Feytit-Clinet, Pomerol, Bordeaux","360","Case of 6 Bottles","https://www.bbr.com/products-20208014838-2020-chateau-feytit-clinet-pomerol-bordeaux","1009730","20208014838"
"Chateau Feytit-Clinet","2020","Chateau Feytit-Clinet, Pomerol, Bordeaux","380","Case of 3 Magnums","https://www.bbr.com/products-20208014838-2020-chateau-feytit-clinet-pomerol-bordeaux","1009730","20208014838"
"Chateau Feytit-Clinet","2022","Chateau Feytit-Clinet, Pomerol, Bordeaux","600","Case of 12 Bottles","https://www.bbr.com/products-20228014838-2022-chateau-feytit-clinet-pomerol-bordeaux","1009730","20228014838"
"Chateau Feytit-Clinet","2023","Chateau Feytit-Clinet, Pomerol, Bordeaux","325","Case of 1 Double Magnums","https://www.bbr.com/products-20238014838-2023-chateau-feytit-clinet-pomerol-bordeaux","1009730","20238014838"
"Chateau Feytit-Clinet","2023","Chateau Feytit-Clinet, Pomerol, Bordeaux","600","Case of 1 Imperials","https://www.bbr.com/products-20238014838-2023-chateau-feytit-clinet-pomerol-bordeaux","1009730","20238014838"
"Chateau Figeac","2005","Chateau Figeac, St Emilion, Bordeaux","2350","Case of 12 Bottles","https://www.bbr.com/products-20051009769-2005-chateau-figeac-st-emilion-bordeaux","1009769","20051009769"
"Chateau Figeac","2006","Chateau Figeac, St Emilion, Bordeaux","1752","Case of 12 Bottles","https://www.bbr.com/products-20061009769-2006-chateau-figeac-st-emilion-bordeaux","1009769","20061009769"
"Chateau Figeac","2007","Chateau Figeac, St Emilion, Bordeaux","1544","Case of 12 Bottles","https://www.bbr.com/products-20071009769-2007-chateau-figeac-st-emilion-bordeaux","1009769","20071009769"
"Chateau Figeac","2010","Chateau Figeac, St Emilion, Bordeaux","1099","Case of 6 Bottles","https://www.bbr.com/products-20101009769-2010-chateau-figeac-st-emilion-bordeaux","1009769","20101009769"
"Chateau Figeac","2010","Chateau Figeac, St Emilion, Bordeaux","1180","Case of 6 Bottles","https://www.bbr.com/products-20101009769-2010-chateau-figeac-st-emilion-bordeaux","1009769","20101009769"
"Chateau Figeac","2010","Chateau Figeac, St Emilion, Bordeaux","1050","Case of 6 Bottles","https://www.bbr.com/products-20101009769-2010-chateau-figeac-st-emilion-bordeaux","1009769","20101009769"
"Chateau Figeac","2011","Chateau Figeac, St Emilion, Bordeaux","551","Case of 6 Bottles","https://www.bbr.com/products-20111009769-2011-chateau-figeac-st-emilion-bordeaux","1009769","20111009769"
"Chateau Figeac","2012","Chateau Figeac, St Emilion, Bordeaux","625","Case of 6 Bottles","https://www.bbr.com/products-20121009769-2012-chateau-figeac-st-emilion-bordeaux","1009769","20121009769"
"Chateau Figeac","2012","Chateau Figeac, St Emilion, Bordeaux","650","Case of 6 Bottles","https://www.bbr.com/products-20121009769-2012-chateau-figeac-st-emilion-bordeaux","1009769","20121009769"
"Chateau Figeac","2012","Chateau Figeac, St Emilion, Bordeaux","1200","Case of 12 Bottles","https://www.bbr.com/products-20121009769-2012-chateau-figeac-st-emilion-bordeaux","1009769","20121009769"
"Chateau Figeac","2012","Chateau Figeac, St Emilion, Bordeaux","722","Case of 3 Magnums","https://www.bbr.com/products-20121009769-2012-chateau-figeac-st-emilion-bordeaux","1009769","20121009769"
"Chateau Figeac","2013","Chateau Figeac, St Emilion, Bordeaux","1190","Case of 12 Bottles","https://www.bbr.com/products-20131009769-2013-chateau-figeac-st-emilion-bordeaux","1009769","20131009769"
"Chateau Figeac","2013","Chateau Figeac, St Emilion, Bordeaux","780","Case of 6 Bottles","https://www.bbr.com/products-20131009769-2013-chateau-figeac-st-emilion-bordeaux","1009769","20131009769"
"Chateau Figeac","2013","Chateau Figeac, St Emilion, Bordeaux","525","Case of 6 Bottles","https://www.bbr.com/products-20131009769-2013-chateau-figeac-st-emilion-bordeaux","1009769","20131009769"
"Chateau Figeac","2013","Chateau Figeac, St Emilion, Bordeaux","545","Case of 3 Magnums","https://www.bbr.com/products-20131009769-2013-chateau-figeac-st-emilion-bordeaux","1009769","20131009769"
"Chateau Figeac","2014","Chateau Figeac, St Emilion, Bordeaux","1295","Case of 12 Bottles","https://www.bbr.com/products-20141009769-2014-chateau-figeac-st-emilion-bordeaux","1009769","20141009769"
"Chateau Figeac","2014","Chateau Figeac, St Emilion, Bordeaux","685","Case of 6 Bottles","https://www.bbr.com/products-20141009769-2014-chateau-figeac-st-emilion-bordeaux","1009769","20141009769"
"Chateau Figeac","2014","Chateau Figeac, St Emilion, Bordeaux","750","Case of 3 Magnums","https://www.bbr.com/products-20141009769-2014-chateau-figeac-st-emilion-bordeaux","1009769","20141009769"
"Chateau Figeac","2015","Chateau Figeac, St Emilion, Bordeaux","830","Case of 6 Bottles","https://www.bbr.com/products-20151009769-2015-chateau-figeac-st-emilion-bordeaux","1009769","20151009769"
"Chateau Figeac","2015","Chateau Figeac, St Emilion, Bordeaux","1000","Case of 6 Bottles","https://www.bbr.com/products-20151009769-2015-chateau-figeac-st-emilion-bordeaux","1009769","20151009769"
"Chateau Figeac","2016","Chateau Figeac, St Emilion, Bordeaux","1090","Case of 6 Bottles","https://www.bbr.com/products-20161009769-2016-chateau-figeac-st-emilion-bordeaux","1009769","20161009769"
"Chateau Figeac","2016","Chateau Figeac, St Emilion, Bordeaux","1880","Case of 12 Bottles","https://www.bbr.com/products-20161009769-2016-chateau-figeac-st-emilion-bordeaux","1009769","20161009769"
"Chateau Figeac","2016","Chateau Figeac, St Emilion, Bordeaux","1050","Case of 3 Magnums","https://www.bbr.com/products-20161009769-2016-chateau-figeac-st-emilion-bordeaux","1009769","20161009769"
"Chateau Figeac","2017","Chateau Figeac, St Emilion, Bordeaux","1100","Case of 12 Bottles","https://www.bbr.com/products-20171009769-2017-chateau-figeac-st-emilion-bordeaux","1009769","20171009769"
"Chateau Figeac","2017","Chateau Figeac, St Emilion, Bordeaux","995","Case of 6 Bottles","https://www.bbr.com/products-20171009769-2017-chateau-figeac-st-emilion-bordeaux","1009769","20171009769"
"Chateau Figeac","2017","Chateau Figeac, St Emilion, Bordeaux","675","Case of 6 Bottles","https://www.bbr.com/products-20171009769-2017-chateau-figeac-st-emilion-bordeaux","1009769","20171009769"
"Chateau Figeac","2018","Chateau Figeac, St Emilion, Bordeaux","750","Case of 6 Bottles","https://www.bbr.com/products-20181009769-2018-chateau-figeac-st-emilion-bordeaux","1009769","20181009769"
"Chateau Figeac","2018","Chateau Figeac, St Emilion, Bordeaux","745","Case of 6 Bottles","https://www.bbr.com/products-20181009769-2018-chateau-figeac-st-emilion-bordeaux","1009769","20181009769"
"Chateau Figeac","2019","Chateau Figeac, St Emilion, Bordeaux","808","Case of 6 Bottles","https://www.bbr.com/products-20191009769-2019-chateau-figeac-st-emilion-bordeaux","1009769","20191009769"
"Chateau Figeac","2019","Chateau Figeac, St Emilion, Bordeaux","798","Case of 6 Bottles","https://www.bbr.com/products-20191009769-2019-chateau-figeac-st-emilion-bordeaux","1009769","20191009769"
"Chateau Figeac","2019","Chateau Figeac, St Emilion, Bordeaux","1700","Case of 1 Imperials","https://www.bbr.com/products-20191009769-2019-chateau-figeac-st-emilion-bordeaux","1009769","20191009769"
"Chateau Figeac","2019","Chateau Figeac, St Emilion, Bordeaux","980","Case of 3 Magnums","https://www.bbr.com/products-20191009769-2019-chateau-figeac-st-emilion-bordeaux","1009769","20191009769"
"Chateau Figeac","2020","Chateau Figeac, St Emilion, Bordeaux","736","Case of 6 Bottles","https://www.bbr.com/products-20201009769-2020-chateau-figeac-st-emilion-bordeaux","1009769","20201009769"
"Chateau Figeac","2020","Chateau Figeac, St Emilion, Bordeaux","880","Case of 6 Bottles","https://www.bbr.com/products-20201009769-2020-chateau-figeac-st-emilion-bordeaux","1009769","20201009769"
"Chateau Figeac","2020","Chateau Figeac, St Emilion, Bordeaux","1200","Case of 3 Magnums","https://www.bbr.com/products-20201009769-2020-chateau-figeac-st-emilion-bordeaux","1009769","20201009769"
"Chateau Figeac","2021","Chateau Figeac, St Emilion, Bordeaux","330","Case of 3 Bottles","https://www.bbr.com/products-20211009769-2021-chateau-figeac-st-emilion-bordeaux","1009769","20211009769"
"Chateau Figeac","2021","Chateau Figeac, St Emilion, Bordeaux","600","Case of 6 Bottles","https://www.bbr.com/products-20211009769-2021-chateau-figeac-st-emilion-bordeaux","1009769","20211009769"
"Chateau Figeac","2021","Chateau Figeac, St Emilion, Bordeaux","1200","Case of 3 Magnums","https://www.bbr.com/products-20211009769-2021-chateau-figeac-st-emilion-bordeaux","1009769","20211009769"
"Chateau Figeac","2022","Chateau Figeac, St Emilion, Bordeaux","1080","Case of 6 Bottles","https://www.bbr.com/products-20221009769-2022-chateau-figeac-st-emilion-bordeaux","1009769","20221009769"
"Chateau Figeac","2022","Chateau Figeac, St Emilion, Bordeaux","750","Case of 3 Bottles","https://www.bbr.com/products-20221009769-2022-chateau-figeac-st-emilion-bordeaux","1009769","20221009769"
"Chateau Figeac","2023","Chateau Figeac, St Emilion, Bordeaux","1095","Case of 6 Bottles","https://www.bbr.com/products-20231009769-2023-chateau-figeac-st-emilion-bordeaux","1009769","20231009769"
"Chateau Fleur Cardinale","2005","Chateau Fleur Cardinale, St Emilion, Bordeaux","550","Case of 12 Bottles","https://www.bbr.com/products-20058221102-2005-chateau-fleur-cardinale-st-emilion-bordeaux","1009857","20058221102"
"Chateau Fleur Cardinale","2019","Chateau Fleur Cardinale, St Emilion, Bordeaux","269","Case of 6 Bottles","https://www.bbr.com/products-20198221102-2019-chateau-fleur-cardinale-st-emilion-bordeaux","1009857","20198221102"
"Chateau Fleur Cardinale","2020","Chateau Fleur Cardinale, St Emilion, Bordeaux","369","Case of 12 Bottles","https://www.bbr.com/products-20208221102-2020-chateau-fleur-cardinale-st-emilion-bordeaux","1009857","20208221102"
"Chateau Gazin","2005","Chateau Gazin, Pomerol, Bordeaux","995","Case of 12 Bottles","https://www.bbr.com/products-20058124298-2005-chateau-gazin-pomerol-bordeaux","1010514","20058124298"
"Chateau Gazin","2010","Chateau Gazin, Pomerol, Bordeaux","1500","Case of 12 Bottles","https://www.bbr.com/products-20108124298-2010-chateau-gazin-pomerol-bordeaux","1010514","20108124298"
"Chateau Gazin","2011","Chateau Gazin, Pomerol, Bordeaux","310","Case of 6 Bottles","https://www.bbr.com/products-20118124298-2011-chateau-gazin-pomerol-bordeaux","1010514","20118124298"
"Chateau Gazin","2013","Chateau Gazin, Pomerol, Bordeaux","260","Case of 6 Bottles","https://www.bbr.com/products-20138124298-2013-chateau-gazin-pomerol-bordeaux","1010514","20138124298"
"Chateau Gazin","2015","Chateau Gazin, Pomerol, Bordeaux","380","Case of 3 Magnums","https://www.bbr.com/products-20158124298-2015-chateau-gazin-pomerol-bordeaux","1010514","20158124298"
"Chateau Gazin","2016","Chateau Gazin, Pomerol, Bordeaux","358","Case of 6 Bottles","https://www.bbr.com/products-20168124298-2016-chateau-gazin-pomerol-bordeaux","1010514","20168124298"
"Chateau Gazin","2018","Chateau Gazin, Pomerol, Bordeaux","400","Case of 6 Bottles","https://www.bbr.com/products-20188124298-2018-chateau-gazin-pomerol-bordeaux","1010514","20188124298"
"Chateau Gazin","2020","Chateau Gazin, Pomerol, Bordeaux","340","Case of 6 Bottles","https://www.bbr.com/products-20208124298-2020-chateau-gazin-pomerol-bordeaux","1010514","20208124298"
"Chateau Giscours","2000","Chateau Giscours, Margaux, Bordeaux","800","Case of 12 Bottles","https://www.bbr.com/products-20008005928-2000-chateau-giscours-margaux-bordeaux","1010569","20008005928"
"Chateau Giscours","2003","Chateau Giscours, Margaux, Bordeaux","636","Case of 12 Bottles","https://www.bbr.com/products-20038005928-2003-chateau-giscours-margaux-bordeaux","1010569","20038005928"
"Chateau Giscours","2005","Chateau Giscours, Margaux, Bordeaux","900","Case of 12 Bottles","https://www.bbr.com/products-20058005928-2005-chateau-giscours-margaux-bordeaux","1010569","20058005928"
"Chateau Giscours","2005","Chateau Giscours, Margaux, Bordeaux","900","Case of 12 Bottles","https://www.bbr.com/products-20058005928-2005-chateau-giscours-margaux-bordeaux","1010569","20058005928"
"Chateau Giscours","2008","Chateau Giscours, Margaux, Bordeaux","480","Case of 12 Bottles","https://www.bbr.com/products-20088005928-2008-chateau-giscours-margaux-bordeaux","1010569","20088005928"
"Chateau Giscours","2008","Chateau Giscours, Margaux, Bordeaux","240","Case of 6 Bottles","https://www.bbr.com/products-20088005928-2008-chateau-giscours-margaux-bordeaux","1010569","20088005928"
"Chateau Giscours","2008","Chateau Giscours, Margaux, Bordeaux","500","Case of 6 Magnums","https://www.bbr.com/products-20088005928-2008-chateau-giscours-margaux-bordeaux","1010569","20088005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","345","Case of 6 Bottles","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","350","Case of 6 Bottles","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","730","Case of 12 Bottles","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","240","Case of 1 Double Magnums","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","470","Case of 1 Jeroboam 500cl","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2010","Chateau Giscours, Margaux, Bordeaux","695","Case of 6 Magnums","https://www.bbr.com/products-20108005928-2010-chateau-giscours-margaux-bordeaux","1010569","20108005928"
"Chateau Giscours","2011","Chateau Giscours, Margaux, Bordeaux","220","Case of 6 Bottles","https://www.bbr.com/products-20118005928-2011-chateau-giscours-margaux-bordeaux","1010569","20118005928"
"Chateau Giscours","2011","Chateau Giscours, Margaux, Bordeaux","480","Case of 12 Bottles","https://www.bbr.com/products-20118005928-2011-chateau-giscours-margaux-bordeaux","1010569","20118005928"
"Chateau Giscours","2011","Chateau Giscours, Margaux, Bordeaux","260","Case of 3 Magnums","https://www.bbr.com/products-20118005928-2011-chateau-giscours-margaux-bordeaux","1010569","20118005928"
"Chateau Giscours","2012","Chateau Giscours, Margaux, Bordeaux","215","Case of 6 Bottles","https://www.bbr.com/products-20128005928-2012-chateau-giscours-margaux-bordeaux","1010569","20128005928"
"Chateau Giscours","2012","Chateau Giscours, Margaux, Bordeaux","450","Case of 1 Imperials","https://www.bbr.com/products-20128005928-2012-chateau-giscours-margaux-bordeaux","1010569","20128005928"
"Chateau Giscours","2013","Chateau Giscours, Margaux, Bordeaux","170","Case of 6 Bottles","https://www.bbr.com/products-20138005928-2013-chateau-giscours-margaux-bordeaux","1010569","20138005928"
"Chateau Giscours","2013","Chateau Giscours, Margaux, Bordeaux","220","Case of 3 Magnums","https://www.bbr.com/products-20138005928-2013-chateau-giscours-margaux-bordeaux","1010569","20138005928"
"Chateau Giscours","2014","Chateau Giscours, Margaux, Bordeaux","440","Case of 12 Bottles","https://www.bbr.com/products-20148005928-2014-chateau-giscours-margaux-bordeaux","1010569","20148005928"
"Chateau Giscours","2014","Chateau Giscours, Margaux, Bordeaux","275","Case of 6 Bottles","https://www.bbr.com/products-20148005928-2014-chateau-giscours-margaux-bordeaux","1010569","20148005928"
"Chateau Giscours","2014","Chateau Giscours, Margaux, Bordeaux","219","Case of 3 Magnums","https://www.bbr.com/products-20148005928-2014-chateau-giscours-margaux-bordeaux","1010569","20148005928"
"Chateau Giscours","2015","Chateau Giscours, Margaux, Bordeaux","230","Case of 6 Bottles","https://www.bbr.com/products-20158005928-2015-chateau-giscours-margaux-bordeaux","1010569","20158005928"
"Chateau Giscours","2015","Chateau Giscours, Margaux, Bordeaux","250","Case of 3 Magnums","https://www.bbr.com/products-20158005928-2015-chateau-giscours-margaux-bordeaux","1010569","20158005928"
"Chateau Giscours","2016","Chateau Giscours, Margaux, Bordeaux","510","Case of 12 Bottles","https://www.bbr.com/products-20168005928-2016-chateau-giscours-margaux-bordeaux","1010569","20168005928"
"Chateau Giscours","2016","Chateau Giscours, Margaux, Bordeaux","240","Case of 6 Bottles","https://www.bbr.com/products-20168005928-2016-chateau-giscours-margaux-bordeaux","1010569","20168005928"
"Chateau Giscours","2016","Chateau Giscours, Margaux, Bordeaux","200","Case of 1 Double Magnums","https://www.bbr.com/products-20168005928-2016-chateau-giscours-margaux-bordeaux","1010569","20168005928"
